Distance_(pixels),Gray_Value
475,125.708
476,150.756
477,170.877
478,183.647
479,187.466
480,181.275
481,162.866
482,138.956
483,115.076
484,95.420
485,83.943
486,81.491
487,89.806
488,106.586
489,128.245
490,148.608
491,160.882
492,165.827
493,162.021
494,150.110
495,131.936
496,110.623
497,91.888
498,79.402
499,76.871
500,82.772
501,98.697
502,120.219
503,141.462
504,155.430
505,161.287
506,161.295
507,150.677
508,132.466
509,111.301
510,91.006
511,79.524
512,78.042
513,84.209
514,100.860
515,123.627
516,145.425
517,163.090
518,172.164
519,171.697
520,161.205
521,143.083
522,119.509
523,100.147
524,85.349
525,80.489
526,85.116
527,99.152
528,118.397
529,140.181
530,160.555
531,172.593
532,173.269
533,164.956
534,147.217
535,125.997
536,105.505
537,89.402
538,80.181
539,80.917
540,93.055
541,112.628
542,134.381
543,153.586
544,168.683
545,175.130
546,168.458
547,152.037
548,131.218
549,108.715
550,89.317
551,77.635
552,76.585
553,86.480
554,105.077
555,125.592
556,145.185
557,158.403
558,164.910
559,161.303
560,148.687
561,130.502
562,108.673
563,90.502
564,80.670
565,81.312
566,91.198
567,108.992
568,130.724
569,151.662
570,168.649
571,176.142
572,174.545
573,163.023
574,143.424
575,119.863
576,98.383
577,83.342
578,78.834
579,84.835
580,99.599
581,119.948
582,140.144
583,157.508
584,167.069
585,167.828
586,158.063
587,139.824
588,117.985
589,97.695
590,84.041
591,77.473
592,79.381
593,93.075
594,112.828
595,133.816
596,152.640
597,165.961
598,170.128
599,162.773
600,145.739
601,124.660
602,103.762
603,88.208
604,80.101
605,80.091
606,89.790
607,110.148
608,132.452
609,151.693
610,164.843
611,169.468
612,164.797
613,150.307
614,129.347
615,107.585
616,90.279
617,81.441
618,80.631
619,90.170
620,109.398
621,134.165
622,155.396
623,172.415
624,180.499
625,175.940
626,162.913
627,141.198
628,117.033
629,95.148
630,80.125
631,74.787
632,79.557
633,93.199
634,112.539
635,132.299
636,148.224
637,155.746
638,154.339
639,144.510
640,126.888
641,107.953
642,91.572
643,81.428
644,80.493
645,87.947
646,107.151
647,131.166
648,155.924
649,177.537
650,190.082
651,191.689
652,181.652
653,161.046
654,135.984
655,111.336
656,91.709
657,80.755
658,80.804
659,88.928
660,104.317
661,122.028
662,138.247
663,149.539
664,154.000
665,147.995
666,134.691
667,117.869
668,100.149
669,84.751
670,76.701
671,79.877
672,92.579
673,112.128
674,134.017
675,156.079
676,172.263
677,179.812
678,174.720
679,159.554
680,138.787
681,114.307
682,93.278
683,81.006
684,80.739
685,88.870
686,104.790
687,126.309
688,147.752
689,163.864
690,171.563
691,170.915
692,159.152
693,140.295
694,117.241
695,94.667
696,80.378
697,74.807
698,79.764
699,95.055
700,114.760
701,135.809
702,153.225
703,161.236
704,160.462
705,151.584
706,135.392
707,115.533
708,95.646
709,82.783
710,80.635
711,87.743
712,102.996
713,125.493
714,148.248
715,168.650
716,180.833
717,184.208
718,175.814
719,157.076
720,133.852
721,113.005
722,95.000
723,81.978
724,78.118
725,85.694
726,99.895
727,118.647
728,134.471
729,147.713
730,151.496
731,147.924
732,134.466
733,115.705
734,97.428
735,84.154
736,77.681
737,81.611
738,96.923
739,118.110
740,143.909
741,167.187
742,184.148
743,189.424
744,188.030
745,175.586
746,153.534
747,127.366
748,102.560
749,85.787
750,78.501
751,81.377
752,94.829
753,113.573
754,132.153
755,146.702
756,153.917
757,151.719
758,141.347
759,123.881
760,103.832
761,85.899
762,76.798
763,75.977
764,85.792
765,103.542
766,127.299
767,149.549
768,170.827
769,183.668
770,184.200
771,175.581
772,156.479
773,131.754
774,110.406
775,90.938
776,80.752
777,82.832
778,92.601
779,108.760
780,129.667
781,147.636
782,158.435
783,159.460
784,152.949
785,137.774
786,119.502
787,99.425
788,83.733
789,77.173
790,79.705
791,91.830
792,112.011
793,135.898
794,155.518
795,169.784
796,175.772
797,169.812
798,157.149
799,135.383
800,110.829
801,90.373
802,79.849
803,79.122
804,89.616
805,107.106
806,129.981
807,148.934
808,163.210
809,172.228
810,169.765
811,157.752
812,136.141
813,113.559
814,94.877
815,81.099
816,78.169
817,83.206
818,96.906
819,117.110
820,137.926
821,154.444
822,161.586
823,159.279
824,148.342
825,131.685
826,113.295
827,94.722
828,81.734
829,80.212
830,88.718
831,106.365
832,128.004
833,149.428
834,168.787
835,181.034
836,180.567
837,171.549
838,153.394
839,129.286
840,105.669
841,87.672
842,79.615
843,80.038
844,89.167
845,105.882
846,125.631
847,143.755
848,155.283
849,156.776
850,149.452
851,134.750
852,115.828
853,97.993
854,84.364
855,78.071
856,84.880
857,102.994
858,124.923
859,147.305
860,167.982
861,183.415
862,188.600
863,183.624
864,169.446
865,146.629
866,121.987
867,99.785
868,84.131
869,78.290
870,83.079
871,96.356
872,114.137
873,131.493
874,144.843
875,150.169
876,147.269
877,135.720
878,118.778
879,100.288
880,86.104
881,78.265
882,78.637
883,90.166
884,108.945
885,131.634
886,157.107
887,176.532
888,185.453
889,182.466
890,172.009
891,152.440
892,127.391
893,104.434
894,88.694
895,82.138
896,86.099
897,101.839
898,123.633
899,146.065
900,164.569
901,175.525
902,173.648
903,164.024
904,148.260
905,125.865
906,104.007
907,86.459
908,74.736
909,74.009
910,84.930
911,101.066
912,118.342
913,133.943
914,144.426
915,146.343
916,140.761
917,127.337
918,110.930
919,93.840
920,81.448
921,77.303
922,86.396
923,103.188
924,125.904
925,152.054
926,175.381
927,191.670
928,195.203
929,188.205
930,172.403
931,148.740
932,124.612
933,103.877
934,90.885
935,86.708
936,93.854
937,108.417
938,126.516
939,147.026
940,162.659
941,169.738
942,166.733
943,154.327
944,133.954
945,112.752
946,92.642
947,79.052
948,73.782
949,77.861
950,91.784
951,109.615
952,129.046
953,143.463
954,150.879
955,151.547
956,142.658
957,125.542
958,107.144
959,90.817
960,80.537
961,80.236
962,91.437
963,109.790
964,133.725
965,159.463
966,180.217
967,189.640
968,189.228
969,178.116
970,159.297
971,136.277
972,113.456
973,95.414
974,87.213
975,89.608
976,103.359
977,123.328
978,145.020
979,164.605
980,176.468
981,178.849
982,172.003
983,154.554
984,132.915
985,109.186
986,90.131
987,77.134
988,74.186
989,81.649
990,96.943
991,114.345
992,132.198
993,144.297
994,147.583
995,141.734
996,129.399
997,113.118
998,94.890
999,81.682
1000,75.364
1001,77.492
1002,92.152
1003,112.746
1004,135.309
1005,156.636
1006,172.022
1007,176.787
1008,172.546
1009,158.330
1010,138.039
1011,116.544
1012,97.021
1013,83.966
1014,82.778
1015,91.895
1016,110.495
1017,134.181
1018,154.518
1019,172.626
1020,181.884
1021,180.374
1022,167.730
1023,147.148
1024,124.417
1025,101.082
1026,84.711
1027,78.091
1028,81.649
1029,92.342
1030,110.388
1031,130.182
1032,147.244
1033,157.165
1034,156.942
1035,148.109
1036,133.226
1037,113.375
1038,94.732
1039,81.189
1040,75.417
1041,81.469
1042,95.709
1043,116.814
1044,140.107
1045,158.287
1046,170.138
1047,172.047
1048,164.581
1049,148.598
1050,128.713
1051,108.310
1052,91.268
1053,81.742
1054,82.074
1055,93.567
1056,112.390
1057,134.044
1058,155.437
1059,171.342
1060,176.501
1061,169.147
1062,153.796
1063,134.168
1064,110.006
1065,90.723
1066,78.879
1067,77.162
1068,85.266
1069,100.770
1070,119.483
1071,138.320
1072,154.739
1073,161.202
1074,156.020
1075,143.982
1076,124.732
1077,105.044
1078,88.239
1079,77.347
1080,77.670
1081,89.241
1082,106.720
1083,128.096
1084,149.560
1085,164.838
1086,172.879
1087,169.785
1088,157.300
1089,138.582
1090,117.030
1091,97.888
1092,84.821
1093,82.077
1094,92.130
1095,109.298
1096,130.653
1097,155.395
1098,175.289
1099,185.205
1100,185.516
1101,174.519
1102,154.789
1103,130.278
1104,107.925
1105,91.489
1106,84.477
1107,87.917
1108,101.540
1109,123.146
1110,145.545
1111,165.978
1112,177.466
1113,181.193
1114,173.330
1115,156.042
1116,133.598
1117,110.676
1118,90.356
1119,79.154
1120,78.335
1121,85.824
1122,101.153
1123,121.147
1124,139.729
1125,151.389
1126,156.761
1127,150.414
1128,135.387
1129,117.118
1130,97.777
1131,81.219
1132,71.210
1133,69.253
1134,77.138
1135,92.315
1136,111.498
1137,129.068
1138,140.877
1139,144.728
1140,139.348
1141,128.501
1142,112.636
1143,93.728
1144,79.752
1145,73.784
1146,75.893
1147,88.463
1148,109.179
1149,132.514
1150,152.640
1151,168.309
1152,175.246
1153,171.336
1154,158.734
1155,138.842
1156,118.438
1157,102.750
1158,93.283
1159,94.760
1160,106.134
1161,125.272
1162,150.995
1163,177.885
1164,198.785
1165,210.286
1166,211.331
1167,200.656
1168,180.407
1169,154.178
1170,128.606
1171,109.099
1172,100.871
1173,104.390
1174,119.383
1175,141.521
1176,168.004
1177,190.353
1178,205.203
1179,209.334
1180,199.675
1181,181.245
1182,155.357
1183,130.177
1184,108.497
1185,92.884
1186,88.115
1187,93.870
1188,107.734
1189,126.204
1190,144.275
1191,157.629
1192,164.618
1193,161.720
1194,148.522
1195,129.310
1196,107.761
1197,86.693
1198,71.771
1199,65.639
1200,67.723
1201,81.106
1202,99.382
1203,116.186
1204,129.816
1205,134.707
1206,132.699
1207,122.841
1208,106.699
1209,88.501
1210,74.118
1211,63.328
1212,59.002
1213,63.607
1214,76.633
1215,92.807
1216,109.888
1217,124.311
1218,129.494
1219,127.078
1220,117.455
1221,100.734
1222,84.911
1223,72.953
1224,64.979
1225,66.800
1226,78.284
1227,94.812
1228,113.334
1229,131.517
1230,146.227
1231,152.366
1232,149.094
1233,137.432
1234,120.709
1235,101.034
1236,85.939
1237,79.124
1238,81.577
1239,94.379
1240,116.665
1241,138.701
1242,161.434
1243,178.277
1244,187.293
1245,184.851
1246,173.270
1247,152.988
1248,133.031
1249,115.506
1250,102.330
1251,100.598
1252,110.864
1253,131.911
1254,158.890
1255,185.733
1256,207.240
1257,221.154
1258,222.871
1259,213.521
1260,194.221
1261,169.077
1262,145.034
1263,124.716
1264,114.439
1265,118.645
1266,134.164
1267,158.883
1268,186.278
1269,211.817
1270,229.492
1271,236.026
1272,230.509
1273,214.936
1274,189.797
1275,159.732
1276,134.375
1277,120.274
1278,117.593
1279,127.051
1280,145.481
1281,170.005
1282,195.253
1283,214.622
1284,226.551
1285,227.198
1286,214.883
1287,192.959
1288,164.364
1289,137.070
1290,116.878
1291,106.144
1292,107.744
1293,121.553
1294,144.282
1295,168.496
1296,191.136
1297,205.344
1298,207.921
1299,200.064
1300,180.823
1301,156.064
1302,130.820
1303,109.419
1304,95.404
1305,91.089
1306,98.814
1307,117.501
1308,138.845
1309,160.028
1310,174.702
1311,180.304
1312,177.873
1313,166.445
1314,146.005
1315,121.959
1316,99.934
1317,85.138
1318,79.025
1319,83.727
1320,96.477
1321,114.164
1322,133.427
1323,151.085
1324,159.270
1325,156.650
1326,147.289
1327,131.732
1328,111.063
1329,90.530
1330,73.748
1331,66.264
1332,68.025
1333,79.019
1334,95.205
1335,112.676
1336,127.423
1337,136.430
1338,137.307
1339,129.326
1340,116.247
1341,96.287
1342,77.681
1343,63.750
1344,55.722
1345,54.692
1346,61.097
1347,73.932
1348,89.490
1349,103.186
1350,112.954
1351,114.203
1352,110.218
1353,99.133
1354,83.914
1355,69.523
1356,56.688
1357,48.841
1358,47.832
1359,53.893
1360,62.745
1361,74.904
1362,87.329
1363,96.167
1364,98.748
1365,94.400
1366,84.882
1367,71.454
1368,59.566
1369,48.305
1370,42.883
1371,42.564
1372,47.590
1373,56.500
1374,67.313
1375,77.969
1376,85.817
1377,88.880
1378,83.104
1379,73.416
1380,63.128
1381,52.320
1382,43.460
1383,38.251
1384,38.489
1385,44.353
1386,54.379
1387,65.393
1388,74.985
1389,80.376
1390,81.582
1391,78.599
1392,69.844
1393,58.967
1394,50.011
1395,41.791
1396,36.995
1397,35.888
1398,42.784
1399,51.795
1400,60.623
1401,69.202
1402,73.933
1403,75.356
1404,72.646
1405,64.073
1406,54.061
1407,46.488
1408,39.536
1409,36.693
1410,37.642
