Distance_(pixels),Gray_Value
476,38.408
477,34.397
478,36.332
479,44.107
480,56.224
481,73.232
482,94.195
483,117.190
484,138.745
485,159.280
486,175.454
487,188.202
488,193.755
489,191.596
490,183.166
491,171.761
492,155.212
493,134.177
494,112.622
495,90.051
496,69.733
497,52.724
498,40.018
499,32.643
500,30.493
501,33.712
502,42.800
503,56.139
504,72.058
505,89.265
506,106.782
507,123.297
508,138.266
509,147.804
510,150.712
511,147.967
512,140.857
513,130.096
514,114.928
515,97.209
516,77.795
517,60.970
518,47.107
519,37.606
520,32.621
521,34.065
522,41.816
523,56.034
524,75.429
525,98.649
526,124.478
527,151.993
528,176.357
529,197.317
530,214.942
531,228.069
532,233.375
533,231.940
534,222.283
535,207.318
536,187.421
537,164.069
538,136.013
539,109.088
540,84.956
541,64.498
542,48.753
543,38.057
544,34.005
545,36.165
546,44.976
547,59.549
548,77.233
549,97.391
550,116.809
551,135.456
552,152.648
553,164.770
554,171.069
555,170.735
556,164.215
557,152.891
558,137.859
559,118.849
560,98.060
561,76.764
562,58.556
563,43.112
564,31.419
565,27.031
566,27.385
567,34.823
568,46.348
569,62.211
570,80.758
571,102.065
572,122.481
573,141.586
574,156.081
575,167.515
576,171.302
577,168.279
578,160.498
579,149.164
580,133.325
581,114.202
582,93.179
583,72.609
584,54.072
585,40.575
586,32.617
587,28.268
588,28.832
589,35.575
590,48.876
591,65.353
592,85.138
593,106.871
594,127.188
595,145.171
596,159.155
597,168.489
598,172.860
599,171.560
600,165.267
601,151.885
602,134.759
603,115.330
604,94.766
605,73.646
606,54.834
607,40.739
608,31.565
609,28.170
610,30.657
611,39.245
612,53.687
613,71.163
614,92.042
615,115.315
616,136.887
617,156.185
618,170.911
619,177.582
620,180.706
621,177.825
622,169.846
623,155.813
624,136.966
625,116.665
626,96.622
627,76.298
628,58.361
629,43.467
630,33.896
631,31.588
632,34.885
633,45.184
634,59.325
635,78.468
636,100.318
637,122.704
638,144.230
639,163.161
640,178.602
641,187.843
642,190.494
643,189.297
644,180.577
645,166.993
646,147.941
647,128.355
648,105.191
649,82.190
650,62.679
651,47.795
652,39.992
653,38.120
654,41.967
655,53.429
656,71.856
657,94.866
658,119.757
659,144.951
660,170.658
661,193.588
662,210.092
663,221.530
664,227.092
665,224.959
666,217.802
667,203.672
668,184.089
669,159.143
670,133.934
671,108.563
672,85.287
673,65.929
674,51.978
675,44.845
676,45.012
677,52.297
678,66.873
679,87.735
680,111.868
681,138.185
682,165.849
683,190.790
684,209.761
685,224.069
686,233.094
687,233.907
688,228.214
689,215.388
690,196.881
691,175.809
692,149.223
693,122.861
694,97.117
695,73.000
696,54.842
697,43.224
698,35.875
699,35.999
700,43.182
701,56.792
702,74.099
703,94.963
704,118.463
705,139.835
706,158.486
707,173.362
708,183.741
709,188.431
710,185.593
711,177.777
712,165.140
713,147.704
714,127.140
715,104.597
716,83.050
717,62.935
718,46.693
719,34.677
720,27.661
721,25.036
722,28.249
723,37.340
724,49.482
725,64.808
726,80.911
727,97.190
728,113.163
729,127.752
730,137.263
731,141.873
732,141.704
733,135.640
734,125.502
735,112.753
736,97.085
737,79.340
738,61.932
739,46.704
740,34.401
741,25.188
742,19.071
743,17.089
744,20.240
745,26.308
746,35.613
747,48.301
748,61.349
749,74.438
750,86.287
751,95.809
752,103.214
753,106.512
754,104.738
755,99.701
756,91.919
757,82.490
758,70.294
759,57.832
760,46.111
761,36.235
762,27.996
763,21.409
764,17.414
765,18.035
766,20.933
767,26.233
768,34.631
769,43.632
770,52.220
771,59.202
772,66.567
773,72.938
774,76.074
775,74.995
776,72.252
777,68.457
778,63.015
779,56.053
780,47.753
781,39.764
782,32.139
783,26.157
784,23.186
785,21.110
786,21.300
787,24.378
788,27.976
789,33.633
790,39.990
791,46.871
792,53.229
793,57.488
794,59.843
795,61.812
796,61.507
797,59.811
798,56.818
799,50.592
800,43.643
801,37.053
802,30.045
803,26.162
804,23.850
805,22.825
806,23.993
807,25.350
808,28.333
809,33.403
810,38.252
811,44.402
812,50.273
813,54.849
814,57.941
815,57.730
816,58.028
817,56.383
818,54.222
819,49.957
820,45.146
821,40.283
822,34.212
823,28.883
824,25.812
825,23.473
826,22.391
827,23.417
828,26.062
829,30.265
830,35.467
831,40.294
832,45.385
833,50.460
834,54.806
835,56.928
836,58.467
837,56.871
838,53.784
839,50.647
840,46.577
841,41.304
842,35.660
843,30.980
844,28.639
845,26.677
846,25.800
847,26.597
848,28.000
849,31.096
850,35.750
851,40.367
852,44.537
853,48.247
854,50.490
855,53.109
856,54.121
857,52.873
858,49.314
859,45.498
860,40.602
861,35.404
862,32.251
863,29.170
864,26.661
865,25.785
866,25.204
867,25.949
868,29.247
869,33.822
870,38.552
871,42.685
872,46.483
873,49.361
874,51.668
875,53.729
876,53.455
877,50.742
878,47.404
879,43.089
880,38.901
881,35.045
882,30.566
883,26.315
